Name,GID,Source data,Entry type,Year,Year info,Parentage,Source study,BPH17,BPH3,BPH9-9,Xa4,xa5,Xa7,xa13,Xa21,Pita,Pi9,Pi54,Pi35(t),BADH2,chalk5,sub1,1K-RiCA_GS3,1k-RiCA_Wx,1K-RiCA_alk,AG1,Saltol,qNa1L,DTY1.1,DTY2.2,DTY3.1,DTY3.2,DTY4.1,DTY12.1,COLD1,LTG1,qSCT1,HTSF4.1
IR15A3787,300174131,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 37285-17-31-12-1-21-1-2/MILYANG 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 107995-B-B RGA-B RGA-65,300297039,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 35786-B-3-3-2-1-1/IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A1946,4389932,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR07N187/IR 72967-12-2-3//IR09N496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-34,4217114,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR 77298-14-1-2-10/SANHUANGZHAN NO 2//IR 45427-2B-2-2B-1-1/IRRI 146///IRRI 123/IR 4630-22-2-5-1-3//FEDEARROZ 50/IR07F287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-257,300288784,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIR-26>C0-2217-1-6-1-1,4537063,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,"[IR 85483-68 RIL-1-1-1,IR 85488-76-B-B-1-1-1-1,ADRON 125,B11143D-MR-1-PN-3-MR-3-SI-2-3-PN-1,B11598C-TB-2-1-B-7,BP1976B-2-3-7-TB-1-1,CT 16658-5-2-2SR-2-3-6MP,HHZ 5-SAL 9-Y 3-Y 1,IR02A127,IRRI 154,IR04A428,IRRI 168,IR06A144,IR06N119,IR 68,IR BB 57 (IR 72919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR14D135,4536001,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IR10F214/KHO 456-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106435-B-B-B-B-28,300233275,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,OM 4498/GIZA 178//IR09A228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 60-PRN 1,4815733,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IR05N412/PR 37921-B-3-2-2//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98380-B-B-B-B-61,300034587,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 168/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100008-52-B-1,4390199,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR05N412/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-245,300288772,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99408-B-B-B-B-3,300040527,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,SAEGAEJINMI/2*NAMCHEONBYEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99056-B-B-40,4214894,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09A228/IR02A201//IR07A234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15M1382,4289066,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 85850-AC 313/IR 64//IR 91153-AC 82/IR05F102///IR02A127/IR 64196-3B-16-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR13A368,3769228,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR 73328 B/IR 73013-95-1-3-2 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR10A134,2697238,FavEnvB - Irrigated 2017 germplasm summary,OLD,2007,cross year,IRRI 174/JANAKI,,S,,,,S,,S,S,S,S,S,,,,non_tolerant,,,,,,,,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 16-PRN 1,4815726,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IR05N412/PR 37921-B-3-2-2//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99112-B-B-11,4215169,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 113/IRRI 174//IR09N190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A2963,300167116,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 123/FEDEARROZ 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106236-B-B-156,4536089,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37246-2-3-2-1-1-2-1/IR10F365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-19,4217109,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR 77298-14-1-2-10/SANHUANGZHAN NO 2//IR 45427-2B-2-2B-1-1/IRRI 146///IRRI 123/IR 4630-22-2-5-1-3//FEDEARROZ 50/IR07F287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-275,300288802,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 108-PRN 1,4815749,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR05N412/PR 37921-B-3-2-2//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR13A224,3768861,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR 68897 B/IR 73013-95-1-3-2 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-13,4229256,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR 77298-14-1-2-10/SANHUANGZHAN NO 2//IR 45427-2B-2-2B-1-1/IRRI 146///IRRI 123/IR 4630-22-2-5-1-3//FEDEARROZ 50/IR07F287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3739,300173906,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08A128/IRRI 146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 107995-B-B RGA-B RGA-91,300297065,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 35786-B-3-3-2-1-1/IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3688,300173504,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR05N412/PSB RC 18 (IR 51672-62-2-1-1-2-3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99052-B-B-B-B-40,300040732,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09A138/IR 72903-121-2-1-2//IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3616,300173192,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR10F365//PR 37285-17-31-12-1-21-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100722-B-B-B-B-5,300041234,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR10F388//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99408-B-B-B-B-57,300040581,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,SAEGAEJINMI/2*NAMCHEONBYEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR13N167,3806821,FavEnvB - Irrigated 2017 germplasm summary,OLD,2010,cross year,IR05N204/IR09N494//IR00A117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105479:64-13,4204316,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3357,300170985,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 154*2/IR05N160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-142,300288669,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 122308:11-11-8-1,300280777,FavEnvB - Irrigated 2017 germplasm summary,OLD,2011,cross year,IR 120765:18/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 102885-1-75-5-3-24,4194154,FavEnvB - Irrigated 2017 germplasm summary,OLD,2008,cross year,SABITRI*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3284,300170668,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR10F365//PR 37285-17-31-12-1-21-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106457-B-B RGA-B RGA-526-1,300431039,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 37951-3B-37-1-2/IR09N496//IR09F436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR13N140,3592171,FavEnvB - Irrigated 2017 germplasm summary,OLD,2010,cross year,IR08N194/OM 4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIR-26>C0-533-1-1-1-2,4537181,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,"[IR 85483-68 RIL-1-1-1,IR 85488-76-B-B-1-1-1-1,ADRON 125,B11143D-MR-1-PN-3-MR-3-SI-2-3-PN-1,B11598C-TB-2-1-B-7,BP1976B-2-3-7-TB-1-1,CT 16658-5-2-2SR-2-3-6MP,HHZ 5-SAL 9-Y 3-Y 1,IR02A127,IRRI 154,IR04A428,IRRI 168,IR06A144,IR06N119,IR 68,IR BB 57 (IR 72919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-1,300288528,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100723-B-B-B-B-77,300041365,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR10F365//PR 37285-17-31-12-1-21-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105495:11-10,4221079,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-265,300288792,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100124-B-B-B-B-79,300038432,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 37866-1B-1-4/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106236-B-B-221,4536125,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37246-2-3-2-1-1-2-1/IR10F365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR10A196,2830309,FavEnvB - Irrigated 2017 germplasm summary,OLD,2007,cross year,IRRI 174/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIR-26>C0-1608-1-2-6-1,4536996,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,"[IR 85483-68 RIL-1-1-1,IR 85488-76-B-B-1-1-1-1,ADRON 125,B11143D-MR-1-PN-3-MR-3-SI-2-3-PN-1,B11598C-TB-2-1-B-7,BP1976B-2-3-7-TB-1-1,CT 16658-5-2-2SR-2-3-6MP,HHZ 5-SAL 9-Y 3-Y 1,IR02A127,IRRI 154,IR04A428,IRRI 168,IR06A144,IR06N119,IR 68,IR BB 57 (IR 72919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-230,300288757,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15R1031,300253631,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,SUPA/4*IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3816,300174240,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 193/MILYANG 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 110617-C1-B-B-B-1-1,4226512,FavEnvB - Irrigated 2017 germplasm summary,OLD,0,cross year,IR 85483-68 RIL-1-1-1/YANGDAO 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSR IR 1-5-S6-S3-D1,4535100,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,HUANG-HUA-ZHAN*2/OM 1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103806:39-B RGA,4194564,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 154*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR13A377,3769277,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR 73328 B/IR 73013-95-1-3-2 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106454-B-B-B-B-16,300234526,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,PR 37921-B-3-4-2-1-2/IRRI 145//IR09A228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 110611-B-B-B-20-1,4226451,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 68//IR 85483-68 RIL-1-1-1/IR 85488-76-B-B-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106449-B-B-B-B-11,300234164,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 123/FEDEARROZ 2000//PR 37866-1B-1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105495:11-6,4221075,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR13N160,3806782,FavEnvB - Irrigated 2017 germplasm summary,OLD,2010,cross year,IR09N202/IRRI 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-70,300288597,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103806-522-B RGA,4193794,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 154*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98380-B-B-B-B-52,300034578,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 168/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98380-B-B-B-B-29,300034555,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 168/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106236-B-B-190,4536106,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37246-2-3-2-1-1-2-1/IR10F365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 122308:15-15-7,300166962,FavEnvB - Irrigated 2017 germplasm summary,OLD,2014,cross year,IR 120765:18/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3467,300172829,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,MTU 1098/IR05N204//IR09N542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100722-B-B-B-B-11,300041240,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR10F388//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100756-B-B-B-B-37,300041541,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 119/IR 24//IR08A172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSR IR1-DQ130-LI3-D2,4535117,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,GSR IR 1-8-S6-S3-Y2/GSR IR 1-12-S2-Y3-Y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A1279,4391108,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N530/IR 71676-90-2-2//IR09N542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106454-B-B-B-B-22,300234532,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37921-B-3-4-2-1-2/IRRI 145//IR09A228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR10A124,2754547,FavEnvB - Irrigated 2017 germplasm summary,OLD,2006,cross year,IR 72906-32-1-3-3/IR 72890-81-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-242,300288769,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103806:294-B RGA,4193115,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 154*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106236-B-B-72,4536154,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37246-2-3-2-1-1-2-1/IR10F365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103806-509-B RGA,4193139,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 154*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 93339:39-B-6-5-B-B-B-41,4217118,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR 77298-14-1-2-10/SANHUANGZHAN NO 2//IR 45427-2B-2-2B-1-1/IRRI 146///IRRI 123/IR 4630-22-2-5-1-3//FEDEARROZ 50/IR07F287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106449-B-B-B-B-93,300234246,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 123/FEDEARROZ 2000//PR 37866-1B-1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 93683-5-2-2-1-3,4228882,FavEnvB - Irrigated 2017 germplasm summary,OLD,2010,cross year,IRRI 150/IRRI 146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100008-40-B,4216334,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR05N412/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3170,300170277,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 154/IR09F436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100722-B-B-B-B-21,300041250,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR10F388//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100740-65-B,4216879,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N496/PSB RC 18 (IR 51672-62-2-1-1-2-3)//PR 37866-1B-1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 107995-B-B RGA-B RGA-66,300297040,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 35786-B-3-3-2-1-1/IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98414-B-B-9,4212057,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR08N194/IR10A125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106454-B-B-B-B-18,300234528,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37921-B-3-4-2-1-2/IRRI 145//IR09A228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3674,300173466,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 168/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A2968,300167126,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 123/FEDEARROZ 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106454-B-B-B-B-11,300234521,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37921-B-3-4-2-1-2/IRRI 145//IR09A228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103806:187-B RGA,4194496,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 154*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 105483:5-7,4211350,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 6 (PAKISTAN)*3/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 143-PRN 1,4815761,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IR05N412/PR 37921-B-3-2-2//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A1207,4391081,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N530/IR 71676-90-2-2//IR09N542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR12A339,3523059,FavEnvB - Irrigated 2017 germplasm summary,OLD,2009,cross year,IR06A144/IR05F102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3548,300173010,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 119/IR 24//IR08A172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 107995-B-B RGA-B RGA-89,300297063,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 35786-B-3-3-2-1-1/IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15D1025,300280685,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR 88633:12-55-B-1-B/MA ZHAN (RED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR11A501,3219309,FavEnvB - Irrigated 2017 germplasm summary,OLD,2008,cross year,IR 71606-1-1-4-2-3-1-2 (NSIC 110/IR 72875-94-3-3-2//IR 64680-81-2-2-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 104006:4-4-B RGA-B RGA-B RGA-3,300034038,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 154/IR 66946-3R-178-1-1//IRRI 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 104006:4-6-B RGA-B RGA-B RGA-14,300034140,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 154/IR 66946-3R-178-1-1//IRRI 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 98380-B-B-B-B-50,300034576,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 168/IRRI 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 106447-B-B-B-PRN B-PRN B-PRN 143,4789384,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IR05N412/PR 37921-B-3-2-2//IR05N412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR09N190,2472584,FavEnvB - Irrigated 2017 germplasm summary,OLD,2005,cross year,DONGANBYEO/PSBRC 82//AREUMBYEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103328-B-B RGA-B RGA-298,300288825,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 37866-1B-1-4/IRRI 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 102885-29-77-7-1-9,4203090,FavEnvB - Irrigated 2017 germplasm summary,OLD,2008,cross year,SABITRI*2/IRRI 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3152,300170254,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 154/IR09F436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 104006:4-34-B RGA-B RGA-1,300289485,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,IRRI 154/IR 66946-3R-178-1-1//IRRI 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 99046-B-B-4,4214789,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR04A428/IR 67966-44-2-3-2//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100085-B-B-B-B-4-1,300251579,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N542/IRRI 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIR-26>C0-1608-1-2-3-2,4536995,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,"[IR 85483-68 RIL-1-1-1,IR 85488-76-B-B-1-1-1-1,ADRON 125,B11143D-MR-1-PN-3-MR-3-SI-2-3-PN-1,B11598C-TB-2-1-B-7,BP1976B-2-3-7-TB-1-1,CT 16658-5-2-2SR-2-3-6MP,HHZ 5-SAL 9-Y 3-Y 1,IR02A127,IRRI 154,IR04A428,IRRI 168,IR06A144,IR06N119,IR 68,IR BB 57 (IR 72919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100755-B-B-B-B-32,300041466,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 119/IR 42//IR09N542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 100749-79-B,4216993,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IRRI 168/NSIC RC 158//PR 37285-17-31-12-1-21-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR15A3444,300172723,FavEnvB - Irrigated 2017 germplasm summary,OLD,2012,cross year,IR09N495/IR04A213//MTU 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR 103314-B-B RGA-B RGA-185,300288462,FavEnvB - Irrigated 2017 germplasm summary,OLD,2013,cross year,PR 35769-B-37-3-1-2-1/IR09N522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
